"BehaviorSpace results (NetLogo 6.3.0)"
"Social impact theory.nlogo"
"experiment"
"04/19/2023 15:52:21:143 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-10","10","-10","10"
"[run number]","max-h","probability-of-spin-up","[step]","magnetization"
"5","100","50","318","0.22448979591836735"
"2","100","50","341","0.8639455782312925"
"1","100","50","298","0.7006802721088435"
"4","100","50","323","0.927437641723356"
"5","100","50","319","0.22448979591836735"
"2","100","50","342","0.8639455782312925"
"4","100","50","324","0.927437641723356"
"1","100","50","299","0.6961451247165533"
"5","100","50","320","0.22448979591836735"
"2","100","50","343","0.8684807256235828"
"4","100","50","325","0.927437641723356"
"2","100","50","344","0.8684807256235828"
"5","100","50","321","0.22448979591836735"
"1","100","50","300","0.6961451247165533"
"4","100","50","326","0.927437641723356"
"2","100","50","345","0.8684807256235828"
"5","100","50","322","0.22448979591836735"
"1","100","50","301","0.691609977324263"
"4","100","50","327","0.927437641723356"
"2","100","50","346","0.8684807256235828"
"5","100","50","323","0.22448979591836735"
"1","100","50","302","0.691609977324263"
"2","100","50","347","0.8684807256235828"
"4","100","50","328","0.927437641723356"
"5","100","50","324","0.2290249433106576"
"1","100","50","303","0.6961451247165533"
"2","100","50","348","0.8684807256235828"
"4","100","50","329","0.927437641723356"
"5","100","50","325","0.2199546485260771"
"1","100","50","304","0.6961451247165533"
"2","100","50","349","0.8684807256235828"
"4","100","50","330","0.927437641723356"
"5","100","50","326","0.2199546485260771"
"1","100","50","305","0.6961451247165533"
"2","100","50","350","0.8684807256235828"
"4","100","50","331","0.927437641723356"
"5","100","50","327","0.2199546485260771"
"1","100","50","306","0.7006802721088435"
"2","100","50","351","0.8684807256235828"
"4","100","50","332","0.9319727891156463"
"5","100","50","328","0.2199546485260771"
"2","100","50","352","0.8684807256235828"
"4","100","50","333","0.9365079365079365"
"1","100","50","307","0.6961451247165533"
"5","100","50","329","0.2199546485260771"
"2","100","50","353","0.8684807256235828"
"4","100","50","334","0.9365079365079365"
"5","100","50","330","0.2199546485260771"
"1","100","50","308","0.7006802721088435"
"2","100","50","354","0.8684807256235828"
"4","100","50","335","0.9365079365079365"
"5","100","50","331","0.22448979591836735"
"1","100","50","309","0.7006802721088435"
"2","100","50","355","0.8684807256235828"
"4","100","50","336","0.9410430839002267"
"5","100","50","332","0.22448979591836735"
"1","100","50","310","0.7006802721088435"
"2","100","50","356","0.8684807256235828"
"4","100","50","337","0.9455782312925171"
"5","100","50","333","0.22448979591836735"
"1","100","50","311","0.7006802721088435"
"2","100","50","357","0.8684807256235828"
"4","100","50","338","0.9546485260770975"
"5","100","50","334","0.22448979591836735"
"2","100","50","358","0.8684807256235828"
"1","100","50","312","0.6961451247165533"
"4","100","50","339","0.9546485260770975"
"5","100","50","335","0.2290249433106576"
"2","100","50","359","0.8684807256235828"
"1","100","50","313","0.6961451247165533"
"4","100","50","340","0.9591836734693877"
"5","100","50","336","0.2290249433106576"
"2","100","50","360","0.8684807256235828"
"1","100","50","314","0.7006802721088435"
"4","100","50","341","0.9591836734693877"
"5","100","50","337","0.22448979591836735"
"2","100","50","361","0.8684807256235828"
"4","100","50","342","0.963718820861678"
"1","100","50","315","0.7006802721088435"
"5","100","50","338","0.2199546485260771"
"2","100","50","362","0.8684807256235828"
"4","100","50","343","0.963718820861678"
"1","100","50","316","0.7006802721088435"
"5","100","50","339","0.21541950113378686"
"2","100","50","363","0.8684807256235828"
"4","100","50","344","0.963718820861678"
"5","100","50","340","0.22448979591836735"
"1","100","50","317","0.7006802721088435"
"2","100","50","364","0.8684807256235828"
"4","100","50","345","0.963718820861678"
"5","100","50","341","0.22448979591836735"
"2","100","50","365","0.8684807256235828"
"1","100","50","318","0.7052154195011338"
"4","100","50","346","0.963718820861678"
"5","100","50","342","0.22448979591836735"
"2","100","50","366","0.8684807256235828"
"1","100","50","319","0.7052154195011338"
"4","100","50","347","0.9682539682539683"
"5","100","50","343","0.2199546485260771"
"2","100","50","367","0.8684807256235828"
"1","100","50","320","0.7052154195011338"
"4","100","50","348","0.9682539682539683"
"5","100","50","344","0.22448979591836735"
"2","100","50","368","0.8684807256235828"
"1","100","50","321","0.7052154195011338"
"4","100","50","349","0.9682539682539683"
"2","100","50","369","0.8684807256235828"
"5","100","50","345","0.2290249433106576"
"1","100","50","322","0.7006802721088435"
"4","100","50","350","0.9682539682539683"
"2","100","50","370","0.8684807256235828"
"5","100","50","346","0.2199546485260771"
"1","100","50","323","0.7006802721088435"
"4","100","50","351","0.9682539682539683"
"5","100","50","347","0.22448979591836735"
"2","100","50","371","0.8684807256235828"
"4","100","50","352","0.9682539682539683"
"2","100","50","372","0.8684807256235828"
"5","100","50","348","0.2290249433106576"
"1","100","50","324","0.6870748299319728"
"2","100","50","373","0.8684807256235828"
"4","100","50","353","0.9682539682539683"
"5","100","50","349","0.22448979591836735"
"1","100","50","325","0.691609977324263"
"2","100","50","374","0.8684807256235828"
"4","100","50","354","0.9682539682539683"
"5","100","50","350","0.22448979591836735"
"1","100","50","326","0.691609977324263"
"2","100","50","375","0.8684807256235828"
"4","100","50","355","0.9682539682539683"
"5","100","50","351","0.22448979591836735"
"1","100","50","327","0.6961451247165533"
"2","100","50","376","0.8684807256235828"
"5","100","50","352","0.2199546485260771"
"4","100","50","356","0.9682539682539683"
"1","100","50","328","0.6961451247165533"
"2","100","50","377","0.8684807256235828"
"5","100","50","353","0.22448979591836735"
"4","100","50","357","0.9682539682539683"
"1","100","50","329","0.691609977324263"
"2","100","50","378","0.8684807256235828"
"5","100","50","354","0.22448979591836735"
"4","100","50","358","0.9682539682539683"
"1","100","50","330","0.691609977324263"
"2","100","50","379","0.8684807256235828"
"4","100","50","359","0.9682539682539683"
"5","100","50","355","0.2290249433106576"
"2","100","50","380","0.8684807256235828"
"1","100","50","331","0.691609977324263"
"4","100","50","360","0.9682539682539683"
"5","100","50","356","0.23356009070294784"
"2","100","50","381","0.8684807256235828"
"1","100","50","332","0.6870748299319728"
"4","100","50","361","0.9727891156462585"
"5","100","50","357","0.23356009070294784"
"2","100","50","382","0.8684807256235828"
"4","100","50","362","0.9727891156462585"
"5","100","50","358","0.23356009070294784"
"1","100","50","333","0.6825396825396826"
"2","100","50","383","0.8684807256235828"
"4","100","50","363","0.9727891156462585"
"5","100","50","359","0.23356009070294784"
"1","100","50","334","0.6870748299319728"
"2","100","50","384","0.8684807256235828"
"4","100","50","364","0.9727891156462585"
"5","100","50","360","0.23356009070294784"
"1","100","50","335","0.6870748299319728"
"2","100","50","385","0.8684807256235828"
"4","100","50","365","0.9727891156462585"
"5","100","50","361","0.23356009070294784"
"2","100","50","386","0.8684807256235828"
"1","100","50","336","0.691609977324263"
"4","100","50","366","0.9727891156462585"
"5","100","50","362","0.23356009070294784"
"2","100","50","387","0.8684807256235828"
"1","100","50","337","0.6870748299319728"
"4","100","50","367","0.9727891156462585"
"5","100","50","363","0.2290249433106576"
"2","100","50","388","0.8684807256235828"
"1","100","50","338","0.6961451247165533"
"4","100","50","368","0.9727891156462585"
"5","100","50","364","0.2290249433106576"
"2","100","50","389","0.8684807256235828"
"1","100","50","339","0.6961451247165533"
"4","100","50","369","0.9727891156462585"
"5","100","50","365","0.2290249433106576"
"2","100","50","390","0.8684807256235828"
"4","100","50","370","0.9727891156462585"
"5","100","50","366","0.23809523809523808"
"1","100","50","340","0.6961451247165533"
"2","100","50","391","0.8684807256235828"
"4","100","50","371","0.9727891156462585"
"5","100","50","367","0.23356009070294784"
"1","100","50","341","0.6961451247165533"
"2","100","50","392","0.8684807256235828"
"4","100","50","372","0.9727891156462585"
"5","100","50","368","0.23809523809523808"
"2","100","50","393","0.8684807256235828"
"1","100","50","342","0.7006802721088435"
"4","100","50","373","0.9727891156462585"
"5","100","50","369","0.23356009070294784"
"2","100","50","394","0.8684807256235828"
"1","100","50","343","0.7006802721088435"
"4","100","50","374","0.9727891156462585"
"5","100","50","370","0.23809523809523808"
"2","100","50","395","0.8684807256235828"
"1","100","50","344","0.7006802721088435"
"4","100","50","375","0.9727891156462585"
"5","100","50","371","0.23809523809523808"
"2","100","50","396","0.8684807256235828"
"1","100","50","345","0.6961451247165533"
"4","100","50","376","0.9727891156462585"
"5","100","50","372","0.23356009070294784"
"2","100","50","397","0.8684807256235828"
"1","100","50","346","0.7006802721088435"
"4","100","50","377","0.9727891156462585"
"2","100","50","398","0.8684807256235828"
"5","100","50","373","0.23809523809523808"
"1","100","50","347","0.691609977324263"
"4","100","50","378","0.9727891156462585"
"2","100","50","399","0.8684807256235828"
"5","100","50","374","0.25170068027210885"
"2","100","50","400","0.8684807256235828"
"4","100","50","379","0.9727891156462585"
"1","100","50","348","0.691609977324263"
"5","100","50","375","0.25170068027210885"
"2","100","50","401","0.8684807256235828"
"4","100","50","380","0.9727891156462585"
"1","100","50","349","0.6961451247165533"
"5","100","50","376","0.25170068027210885"
"2","100","50","402","0.8684807256235828"
"4","100","50","381","0.9727891156462585"
"5","100","50","377","0.25170068027210885"
"1","100","50","350","0.691609977324263"
"2","100","50","403","0.8684807256235828"
"4","100","50","382","0.9727891156462585"
"5","100","50","378","0.2471655328798186"
"1","100","50","351","0.7006802721088435"
"2","100","50","404","0.8684807256235828"
"4","100","50","383","0.9727891156462585"
"5","100","50","379","0.2562358276643991"
"1","100","50","352","0.6961451247165533"
"2","100","50","405","0.8684807256235828"
"4","100","50","384","0.9727891156462585"
"5","100","50","380","0.2653061224489796"
"1","100","50","353","0.7006802721088435"
"2","100","50","406","0.8684807256235828"
"4","100","50","385","0.9727891156462585"
"5","100","50","381","0.2653061224489796"
"1","100","50","354","0.7006802721088435"
"2","100","50","407","0.8684807256235828"
"4","100","50","386","0.9727891156462585"
"5","100","50","382","0.26077097505668934"
"2","100","50","408","0.8684807256235828"
"1","100","50","355","0.7052154195011338"
"4","100","50","387","0.9727891156462585"
"5","100","50","383","0.2698412698412698"
"2","100","50","409","0.8684807256235828"
"1","100","50","356","0.7142857142857143"
"4","100","50","388","0.9727891156462585"
"5","100","50","384","0.2698412698412698"
"2","100","50","410","0.8684807256235828"
"1","100","50","357","0.7188208616780045"
"4","100","50","389","0.9727891156462585"
"5","100","50","385","0.2743764172335601"
"2","100","50","411","0.8684807256235828"
"1","100","50","358","0.7233560090702947"
"4","100","50","390","0.9727891156462585"
"5","100","50","386","0.2834467120181406"
"2","100","50","412","0.8684807256235828"
"1","100","50","359","0.7188208616780045"
"4","100","50","391","0.9727891156462585"
"2","100","50","413","0.8684807256235828"
"5","100","50","387","0.28798185941043086"
"1","100","50","360","0.7188208616780045"
"4","100","50","392","0.9727891156462585"
"2","100","50","414","0.8684807256235828"
"5","100","50","388","0.28798185941043086"
"4","100","50","393","0.9727891156462585"
"1","100","50","361","0.7233560090702947"
"2","100","50","415","0.8684807256235828"
"5","100","50","389","0.28798185941043086"
"4","100","50","394","0.9727891156462585"
"2","100","50","416","0.8684807256235828"
"1","100","50","362","0.7233560090702947"
"5","100","50","390","0.2925170068027211"
"4","100","50","395","0.9727891156462585"
"2","100","50","417","0.8684807256235828"
"5","100","50","391","0.2925170068027211"
"1","100","50","363","0.7233560090702947"
"4","100","50","396","0.9727891156462585"
"2","100","50","418","0.8684807256235828"
"5","100","50","392","0.2925170068027211"
"1","100","50","364","0.7233560090702947"
"4","100","50","397","0.9727891156462585"
"2","100","50","419","0.8684807256235828"
"5","100","50","393","0.2925170068027211"
"1","100","50","365","0.7142857142857143"
"4","100","50","398","0.9727891156462585"
"2","100","50","420","0.8684807256235828"
"5","100","50","394","0.2925170068027211"
"1","100","50","366","0.7142857142857143"
"4","100","50","399","0.9727891156462585"
"2","100","50","421","0.8684807256235828"
"5","100","50","395","0.2925170068027211"
"4","100","50","400","0.9727891156462585"
"1","100","50","367","0.7188208616780045"
"2","100","50","422","0.8684807256235828"
"5","100","50","396","0.2925170068027211"
"2","100","50","423","0.8684807256235828"
"4","100","50","401","0.9727891156462585"
"1","100","50","368","0.7233560090702947"
"5","100","50","397","0.2925170068027211"
"2","100","50","424","0.8684807256235828"
"4","100","50","402","0.9727891156462585"
"1","100","50","369","0.7233560090702947"
"5","100","50","398","0.2925170068027211"
"2","100","50","425","0.8684807256235828"
"4","100","50","403","0.9727891156462585"
"1","100","50","370","0.7278911564625851"
"5","100","50","399","0.2925170068027211"
"4","100","50","404","0.9727891156462585"
"2","100","50","426","0.8684807256235828"
"1","100","50","371","0.7324263038548753"
"5","100","50","400","0.28798185941043086"
"4","100","50","405","0.9727891156462585"
"2","100","50","427","0.8684807256235828"
"1","100","50","372","0.7369614512471655"
"5","100","50","401","0.28798185941043086"
"4","100","50","406","0.9727891156462585"
"2","100","50","428","0.8684807256235828"
"1","100","50","373","0.7369614512471655"
"5","100","50","402","0.28798185941043086"
"2","100","50","429","0.8684807256235828"
"4","100","50","407","0.9727891156462585"
"5","100","50","403","0.28798185941043086"
"2","100","50","430","0.8684807256235828"
"1","100","50","374","0.746031746031746"
"4","100","50","408","0.9727891156462585"
"5","100","50","404","0.28798185941043086"
"2","100","50","431","0.8684807256235828"
"1","100","50","375","0.7505668934240363"
"4","100","50","409","0.9727891156462585"
"2","100","50","432","0.8684807256235828"
"5","100","50","405","0.2834467120181406"
"4","100","50","410","0.9727891156462585"
"1","100","50","376","0.7505668934240363"
"2","100","50","433","0.8684807256235828"
"5","100","50","406","0.28798185941043086"
"4","100","50","411","0.9727891156462585"
"1","100","50","377","0.7414965986394558"
"2","100","50","434","0.8684807256235828"
"5","100","50","407","0.2925170068027211"
"4","100","50","412","0.9727891156462585"
"1","100","50","378","0.746031746031746"
"2","100","50","435","0.8684807256235828"
"5","100","50","408","0.28798185941043086"
"4","100","50","413","0.9727891156462585"
"1","100","50","379","0.746031746031746"
"2","100","50","436","0.8684807256235828"
"5","100","50","409","0.29705215419501135"
"4","100","50","414","0.9727891156462585"
"1","100","50","380","0.746031746031746"
"2","100","50","437","0.8684807256235828"
"5","100","50","410","0.2925170068027211"
"4","100","50","415","0.9727891156462585"
"2","100","50","438","0.8684807256235828"
"1","100","50","381","0.746031746031746"
"5","100","50","411","0.2925170068027211"
"4","100","50","416","0.9727891156462585"
"2","100","50","439","0.8684807256235828"
"1","100","50","382","0.746031746031746"
"4","100","50","417","0.9727891156462585"
"5","100","50","412","0.2925170068027211"
"2","100","50","440","0.8684807256235828"
"4","100","50","418","0.9727891156462585"
"5","100","50","413","0.2925170068027211"
"1","100","50","383","0.7369614512471655"
"2","100","50","441","0.8684807256235828"
"4","100","50","419","0.9727891156462585"
"5","100","50","414","0.28798185941043086"
"1","100","50","384","0.7369614512471655"
"2","100","50","442","0.8684807256235828"
"4","100","50","420","0.9727891156462585"
"5","100","50","415","0.28798185941043086"
"1","100","50","385","0.7369614512471655"
"2","100","50","443","0.8684807256235828"
"4","100","50","421","0.9727891156462585"
"5","100","50","416","0.28798185941043086"
"2","100","50","444","0.8684807256235828"
"1","100","50","386","0.7414965986394558"
"4","100","50","422","0.9727891156462585"
"5","100","50","417","0.2925170068027211"
"2","100","50","445","0.8684807256235828"
"1","100","50","387","0.7414965986394558"
"4","100","50","423","0.9727891156462585"
"5","100","50","418","0.2925170068027211"
"2","100","50","446","0.8684807256235828"
"1","100","50","388","0.746031746031746"
"4","100","50","424","0.9727891156462585"
"5","100","50","419","0.29705215419501135"
"2","100","50","447","0.8684807256235828"
"1","100","50","389","0.7551020408163265"
"4","100","50","425","0.9727891156462585"
"5","100","50","420","0.2925170068027211"
"2","100","50","448","0.8684807256235828"
"4","100","50","426","0.9727891156462585"
"1","100","50","390","0.7505668934240363"
"5","100","50","421","0.2925170068027211"
"2","100","50","449","0.8684807256235828"
"4","100","50","427","0.9727891156462585"
"5","100","50","422","0.28798185941043086"
"1","100","50","391","0.7596371882086168"
"2","100","50","450","0.8684807256235828"
"4","100","50","428","0.9727891156462585"
"5","100","50","423","0.2834467120181406"
"2","100","50","451","0.8684807256235828"
"1","100","50","392","0.7551020408163265"
"4","100","50","429","0.9727891156462585"
"5","100","50","424","0.28798185941043086"
"2","100","50","452","0.8684807256235828"
"1","100","50","393","0.7551020408163265"
"4","100","50","430","0.9727891156462585"
"5","100","50","425","0.28798185941043086"
"2","100","50","453","0.8684807256235828"
"1","100","50","394","0.7551020408163265"
"4","100","50","431","0.9727891156462585"
"2","100","50","454","0.8684807256235828"
"5","100","50","426","0.28798185941043086"
"1","100","50","395","0.7551020408163265"
"4","100","50","432","0.9727891156462585"
"2","100","50","455","0.8684807256235828"
"5","100","50","427","0.2925170068027211"
"1","100","50","396","0.7551020408163265"
"4","100","50","433","0.9727891156462585"
"2","100","50","456","0.8684807256235828"
"5","100","50","428","0.2925170068027211"
"4","100","50","434","0.9727891156462585"
"2","100","50","457","0.8684807256235828"
"1","100","50","397","0.7505668934240363"
"5","100","50","429","0.28798185941043086"
"4","100","50","435","0.9727891156462585"
"2","100","50","458","0.8684807256235828"
"1","100","50","398","0.764172335600907"
"5","100","50","430","0.2925170068027211"
"2","100","50","459","0.8684807256235828"
"4","100","50","436","0.9727891156462585"
"1","100","50","399","0.764172335600907"
"5","100","50","431","0.2925170068027211"
"2","100","50","460","0.8684807256235828"
"4","100","50","437","0.9727891156462585"
"5","100","50","432","0.29705215419501135"
"1","100","50","400","0.764172335600907"
"2","100","50","461","0.8684807256235828"
"4","100","50","438","0.9727891156462585"
"5","100","50","433","0.29705215419501135"
"1","100","50","401","0.764172335600907"
"2","100","50","462","0.8684807256235828"
"4","100","50","439","0.9727891156462585"
"5","100","50","434","0.2925170068027211"
"1","100","50","402","0.764172335600907"
"2","100","50","463","0.8684807256235828"
"4","100","50","440","0.9727891156462585"
"5","100","50","435","0.2925170068027211"
"1","100","50","403","0.7596371882086168"
"2","100","50","464","0.8684807256235828"
"4","100","50","441","0.9727891156462585"
"5","100","50","436","0.2925170068027211"
"1","100","50","404","0.7596371882086168"
"2","100","50","465","0.8684807256235828"
"4","100","50","442","0.9727891156462585"
"5","100","50","437","0.28798185941043086"
"2","100","50","466","0.8684807256235828"
"4","100","50","443","0.9727891156462585"
"1","100","50","405","0.7551020408163265"
"5","100","50","438","0.2925170068027211"
"2","100","50","467","0.8684807256235828"
"4","100","50","444","0.9727891156462585"
"1","100","50","406","0.7551020408163265"
"5","100","50","439","0.28798185941043086"
"2","100","50","468","0.8684807256235828"
"4","100","50","445","0.9727891156462585"
"1","100","50","407","0.7551020408163265"
"5","100","50","440","0.2834467120181406"
"2","100","50","469","0.8684807256235828"
"4","100","50","446","0.9727891156462585"
"5","100","50","441","0.28798185941043086"
"1","100","50","408","0.7596371882086168"
"2","100","50","470","0.8684807256235828"
"4","100","50","447","0.9727891156462585"
"5","100","50","442","0.29705215419501135"
"1","100","50","409","0.7551020408163265"
"2","100","50","471","0.8684807256235828"
"4","100","50","448","0.9727891156462585"
"5","100","50","443","0.29705215419501135"
"2","100","50","472","0.8684807256235828"
"1","100","50","410","0.7551020408163265"
"4","100","50","449","0.9727891156462585"
"5","100","50","444","0.2925170068027211"
"2","100","50","473","0.8684807256235828"
"1","100","50","411","0.7505668934240363"
"4","100","50","450","0.9727891156462585"
"5","100","50","445","0.2925170068027211"
"2","100","50","474","0.8684807256235828"
"1","100","50","412","0.746031746031746"
"4","100","50","451","0.9727891156462585"
"5","100","50","446","0.29705215419501135"
"2","100","50","475","0.8684807256235828"
"1","100","50","413","0.7505668934240363"
"4","100","50","452","0.9727891156462585"
"5","100","50","447","0.29705215419501135"
"2","100","50","476","0.8684807256235828"
"4","100","50","453","0.9727891156462585"
"1","100","50","414","0.7551020408163265"
"5","100","50","448","0.2925170068027211"
"2","100","50","477","0.8684807256235828"
"4","100","50","454","0.9727891156462585"
"5","100","50","449","0.2925170068027211"
"1","100","50","415","0.7505668934240363"
"2","100","50","478","0.8684807256235828"
"4","100","50","455","0.9727891156462585"
"5","100","50","450","0.28798185941043086"
"2","100","50","479","0.8684807256235828"
"1","100","50","416","0.7551020408163265"
"4","100","50","456","0.9727891156462585"
"5","100","50","451","0.2925170068027211"
"2","100","50","480","0.8684807256235828"
"1","100","50","417","0.7551020408163265"
"4","100","50","457","0.9727891156462585"
"5","100","50","452","0.28798185941043086"
"2","100","50","481","0.8684807256235828"
"1","100","50","418","0.7596371882086168"
"2","100","50","482","0.8684807256235828"
"4","100","50","458","0.9727891156462585"
"5","100","50","453","0.28798185941043086"
"1","100","50","419","0.7596371882086168"
"2","100","50","483","0.8684807256235828"
"4","100","50","459","0.9727891156462585"
"5","100","50","454","0.2925170068027211"
"1","100","50","420","0.7596371882086168"
"2","100","50","484","0.8684807256235828"
"4","100","50","460","0.9727891156462585"
"5","100","50","455","0.2925170068027211"
"2","100","50","485","0.8684807256235828"
"1","100","50","421","0.7687074829931972"
"4","100","50","461","0.9727891156462585"
"5","100","50","456","0.29705215419501135"
"2","100","50","486","0.8684807256235828"
"1","100","50","422","0.7687074829931972"
"4","100","50","462","0.9727891156462585"
"5","100","50","457","0.29705215419501135"
"2","100","50","487","0.8684807256235828"
"4","100","50","463","0.9727891156462585"
"5","100","50","458","0.2925170068027211"
"1","100","50","423","0.764172335600907"
"2","100","50","488","0.8684807256235828"
"4","100","50","464","0.9727891156462585"
"5","100","50","459","0.28798185941043086"
"1","100","50","424","0.7551020408163265"
"2","100","50","489","0.8684807256235828"
"4","100","50","465","0.9727891156462585"
"5","100","50","460","0.2834467120181406"
"1","100","50","425","0.7551020408163265"
"2","100","50","490","0.8684807256235828"
"4","100","50","466","0.9727891156462585"
"5","100","50","461","0.2834467120181406"
"1","100","50","426","0.764172335600907"
"2","100","50","491","0.8684807256235828"
"4","100","50","467","0.9727891156462585"
"5","100","50","462","0.2834467120181406"
"1","100","50","427","0.764172335600907"
"2","100","50","492","0.8684807256235828"
"4","100","50","468","0.9727891156462585"
"5","100","50","463","0.2834467120181406"
"1","100","50","428","0.7551020408163265"
"2","100","50","493","0.8684807256235828"
"4","100","50","469","0.9727891156462585"
"5","100","50","464","0.2834467120181406"
"2","100","50","494","0.8684807256235828"
"4","100","50","470","0.9727891156462585"
"1","100","50","429","0.7596371882086168"
"5","100","50","465","0.28798185941043086"
"2","100","50","495","0.8684807256235828"
"4","100","50","471","0.9727891156462585"
"1","100","50","430","0.7596371882086168"
"5","100","50","466","0.2834467120181406"
"2","100","50","496","0.8684807256235828"
"4","100","50","472","0.9727891156462585"
"5","100","50","467","0.2834467120181406"
"1","100","50","431","0.7551020408163265"
"2","100","50","497","0.8684807256235828"
"4","100","50","473","0.9727891156462585"
"5","100","50","468","0.28798185941043086"
"1","100","50","432","0.7596371882086168"
"2","100","50","498","0.8684807256235828"
"4","100","50","474","0.9727891156462585"
"5","100","50","469","0.29705215419501135"
"1","100","50","433","0.764172335600907"
"2","100","50","499","0.8684807256235828"
"4","100","50","475","0.9727891156462585"
"5","100","50","470","0.2925170068027211"
"2","100","50","500","0.8684807256235828"
"1","100","50","434","0.7551020408163265"
"4","100","50","476","0.9727891156462585"
"5","100","50","471","0.28798185941043086"
"2","100","50","501","0.8684807256235828"
"1","100","50","435","0.7596371882086168"
"4","100","50","477","0.9727891156462585"
"5","100","50","472","0.2925170068027211"
"2","100","50","502","0.8684807256235828"
"1","100","50","436","0.7596371882086168"
"4","100","50","478","0.9727891156462585"
"5","100","50","473","0.28798185941043086"
"2","100","50","503","0.8684807256235828"
"1","100","50","437","0.764172335600907"
"5","100","50","474","0.2925170068027211"
"4","100","50","479","0.9727891156462585"
"2","100","50","504","0.8684807256235828"
"4","100","50","480","0.9727891156462585"
"5","100","50","475","0.2834467120181406"
"1","100","50","438","0.764172335600907"
"2","100","50","505","0.8684807256235828"
"4","100","50","481","0.9727891156462585"
"5","100","50","476","0.2925170068027211"
"1","100","50","439","0.764172335600907"
"2","100","50","506","0.8684807256235828"
"4","100","50","482","0.9727891156462585"
"5","100","50","477","0.29705215419501135"
"2","100","50","507","0.8684807256235828"
"1","100","50","440","0.7596371882086168"
"4","100","50","483","0.9727891156462585"
"5","100","50","478","0.2925170068027211"
"2","100","50","508","0.8684807256235828"
"1","100","50","441","0.7596371882086168"
"4","100","50","484","0.9727891156462585"
"5","100","50","479","0.2925170068027211"
"2","100","50","509","0.8684807256235828"
"1","100","50","442","0.7687074829931972"
"4","100","50","485","0.9727891156462585"
"5","100","50","480","0.2925170068027211"
"2","100","50","510","0.8684807256235828"
"1","100","50","443","0.7687074829931972"
"5","100","50","481","0.29705215419501135"
"2","100","50","511","0.8684807256235828"
"4","100","50","486","0.9727891156462585"
"1","100","50","444","0.7505668934240363"
"2","100","50","512","0.8684807256235828"
"5","100","50","482","0.2925170068027211"
"4","100","50","487","0.9727891156462585"
"2","100","50","513","0.8684807256235828"
"1","100","50","445","0.7551020408163265"
"5","100","50","483","0.29705215419501135"
"4","100","50","488","0.9727891156462585"
"2","100","50","514","0.8684807256235828"
"1","100","50","446","0.7505668934240363"
"5","100","50","484","0.2925170068027211"
"4","100","50","489","0.9727891156462585"
"2","100","50","515","0.8684807256235828"
"5","100","50","485","0.29705215419501135"
"1","100","50","447","0.7505668934240363"
"4","100","50","490","0.9727891156462585"
"2","100","50","516","0.8684807256235828"
"5","100","50","486","0.29705215419501135"
"1","100","50","448","0.746031746031746"
"4","100","50","491","0.9727891156462585"
"2","100","50","517","0.8684807256235828"
"5","100","50","487","0.29705215419501135"
"1","100","50","449","0.7551020408163265"
"4","100","50","492","0.9727891156462585"
"2","100","50","518","0.8684807256235828"
"5","100","50","488","0.29705215419501135"
"4","100","50","493","0.9727891156462585"
"1","100","50","450","0.7414965986394558"
"2","100","50","519","0.8684807256235828"
"5","100","50","489","0.28798185941043086"
"4","100","50","494","0.9727891156462585"
"1","100","50","451","0.746031746031746"
"2","100","50","520","0.8684807256235828"
"5","100","50","490","0.2925170068027211"
"4","100","50","495","0.9727891156462585"
"2","100","50","521","0.8684807256235828"
"1","100","50","452","0.746031746031746"
"5","100","50","491","0.2925170068027211"
"4","100","50","496","0.9727891156462585"
"2","100","50","522","0.8684807256235828"
"1","100","50","453","0.7505668934240363"
"5","100","50","492","0.28798185941043086"
"4","100","50","497","0.9727891156462585"
"2","100","50","523","0.8684807256235828"
"1","100","50","454","0.7505668934240363"
"5","100","50","493","0.28798185941043086"
"4","100","50","498","0.9727891156462585"
"2","100","50","524","0.8684807256235828"
"5","100","50","494","0.28798185941043086"
"1","100","50","455","0.7551020408163265"
"4","100","50","499","0.9727891156462585"
"2","100","50","525","0.8684807256235828"
"5","100","50","495","0.2925170068027211"
"4","100","50","500","0.9727891156462585"
"1","100","50","456","0.7551020408163265"
"2","100","50","526","0.8684807256235828"
"5","100","50","496","0.2925170068027211"
"4","100","50","501","0.9727891156462585"
"2","100","50","527","0.8684807256235828"
"1","100","50","457","0.7551020408163265"
"5","100","50","497","0.2925170068027211"
"4","100","50","502","0.9727891156462585"
"2","100","50","528","0.8684807256235828"
"1","100","50","458","0.7505668934240363"
"5","100","50","498","0.28798185941043086"
"4","100","50","503","0.9727891156462585"
"2","100","50","529","0.8684807256235828"
"1","100","50","459","0.746031746031746"
"5","100","50","499","0.28798185941043086"
"2","100","50","530","0.8684807256235828"
"4","100","50","504","0.9727891156462585"
"1","100","50","460","0.746031746031746"
"5","100","50","500","0.2925170068027211"
"2","100","50","531","0.8684807256235828"
"4","100","50","505","0.9727891156462585"
"1","100","50","461","0.7505668934240363"
"5","100","50","501","0.2925170068027211"
"2","100","50","532","0.8684807256235828"
"4","100","50","506","0.9727891156462585"
"1","100","50","462","0.746031746031746"
"2","100","50","533","0.8684807256235828"
"5","100","50","502","0.2925170068027211"
"4","100","50","507","0.9727891156462585"
"2","100","50","534","0.8684807256235828"
"5","100","50","503","0.2925170068027211"
"1","100","50","463","0.7505668934240363"
"4","100","50","508","0.9727891156462585"
