"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"
20.1387612216145	20.7720063270267	20.2533253843953	21.473573083818	19.9021337801914	20.0673136038037	22.8073352811602	25.1797259057201	24.4132696260798	23.4848880769667	18.9945714893515	21.0156707254782
18.5006187941835	21.9803363578958	21.2088735960144	19.47680009664	21.4057204433021	20.4846699845767	20.4454613529094	21.7070455760445	19.0051145332953	17.9168548621568	20.9993636396717	17.9630189365189
23.5570216038583	17.1619012761874	23.524290128148	21.2287489005061	24.3269596169661	21.4976366066901	20.5050761322885	22.9288483146474	20.5368603102001	23.9147580497767	23.697517398663	22.0994552119453
23.3128293966481	21.5821169180304	25.0166667575696	20.9840271348902	23.3533537923835	23.3190717809334	22.2420152569636	22.1173676134079	25.3268384326011	19.9010561649403	22.0666973600196	20.8892740032199
21.0484032050782	19.9591457016146	24.1020021083587	23.4487218890182	21.7874095369734	25.7681819829161	21.5694100802226	22.8446661260418	22.7671199695771	25.6589120746929	23.1611593268813	19.383057894754
23.9799594100021	20.7789813359382	22.7522820587616	19.520266497562	21.0112293805502	20.5035367862095	19.7394991560765	19.5961639292408	24.7620550305275	21.8373464527012	19.3343264325858	21.9738564092545
22.3392206431752	20.3778717458559	21.9898881210792	26.91824680379	23.1457602813317	18.2986856891981	21.6867819444983	21.0995543337721	20.1844641693828	22.2736876461495	20.3222444068516	21.2709745220973
18.5706680255727	20.5966998727322	24.3977081886463	25.4427368245673	22.4105767470633	23.119412463753	23.2902728417041	23.9237455662583	17.2771152831131	20.476165535935	24.1808761299989	21.2659021372235
19.7570833569788	20.0258365414528	24.6656253850922	23.0839236669539	21.0808981150493	23.0772384559992	20.6161515521667	22.5730116575362	21.7185178767488	22.9903949561626	25.2950790872023	25.070845788645
23.6326963574426	20.6670314241352	21.0030136060298	20.6216194048673	21.8847667305298	19.2840101580754	23.2146762308771	22.4243410716507	20.7367809065023	21.5899314197449	21.9398099139361	21.0073851087769
23.4538639646288	21.5006530518337	21.9538522345701	17.813750561207	20.0274469347144	24.8297549889328	16.4489985508514	20.39005024618	20.4126956280324	23.4132686012882	21.5739453020544	20.5993571194228
