"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
32.8390021855771	92.7403983263091	37.8215049550147	40.2437069551433	38.3155904547974	38.5143723620983	39.1687362831209	39.1838730699592	40.2958386648095	37.6084096191892	36.8046022474171	41.3686694444933
33.1678614556427	93.6938635831965	38.1687845244127	40.7862521747821	38.1834326419472	38.4938973850835	38.3255388272033	38.8715250744444	40.6023068317559	37.9701795964341	36.7525248655185	42.1464869813438
33.2540398182132	93.890767235996	37.8608126190939	40.5671020079702	38.2501931174087	39.0500932708716	38.3014683190721	38.1078912800183	39.988459282407	38.1904723836495	36.6047966544072	42.0301284973994
33.9287047562957	93.0365547747826	37.5115760627495	40.0531275708836	38.5741520608678	39.3936989456915	38.6640763856397	37.9657084604148	39.6285068481896	38.5636281953375	35.9011254972132	42.1334876914055
33.1860125287191	93.1352147897018	37.5132193282241	40.0332728983661	38.7075514180184	38.747800993911	39.1959565634086	37.9716770435894	39.9451870037546	39.381246467865	36.3393855139352	42.2368406250916
33.8604850011053	92.7606833686962	37.5605015942678	39.7365811627031	38.1623798492783	38.4826442583465	39.0963977003809	38.7287709015124	40.2799693090084	39.5638242032261	36.6988880210502	41.9392846797067
33.2450983355422	93.4251451007192	37.7160300475044	38.740216475786	38.8577194884861	39.0410925252295	39.2778217850304	39.272954942471	40.6369351083898	39.6646869850319	36.0516451245662	40.9576741344408
34.2687092114399	93.5872935352849	37.7383944810089	39.4719096585623	38.9218331568318	39.3096819481208	39.0302497503614	39.0701423691247	40.5433997658137	38.9588671014717	36.3096102730737	40.8414382368666
34.6324499906375	93.5235150509366	37.7370677984687	39.0515104364755	39.0289339115504	39.0342370682431	39.3651115035715	39.4165865514185	40.6033485876062	38.3140739210244	36.1731686668076	41.1795606704464
34.2667053727622	94.221484124058	38.8147657161401	39.3040061890367	38.4545527654926	38.7849372202465	39.228729003338	39.086116866195	40.1918062004399	38.0078370787381	37.7138685637712	40.2924033547645
33.8698123016714	93.2576115833571	38.6181376604005	39.552273808118	39.2904613910147	39.2386917055111	38.4814891531614	38.4880567460809	40.4575963420106	39.5400758769121	37.1251815288126	40.6996846218801
33.3969158509287	93.569155575973	37.9601123525892	39.3428226624794	39.2827246596065	39.2378742022487	39.4026608513616	39.3200680726746	40.1666478247461	39.5965141541681	36.6182730720407	40.7587509629052
33.8087870130649	93.2724785769119	38.2206134942152	39.5493177594969	39.562119222529	38.5501814061177	39.5824888356832	38.3315008830253	40.3319425676187	38.1154531886038	36.5739131437073	41.4758162719915
33.4868770967671	93.927937754798	37.7536638001956	38.9876799963369	39.7354931859484	38.9313896976633	40.3945586940323	37.2347810207628	40.4689295401052	38.0522904258387	36.0503855331248	40.9526181294496
32.914258496063	93.0034900009101	38.5090504337892	39.2863723275466	39.6484912333743	39.1495002596704	39.983822976992	39.100986375741	40.3375240080493	38.8223981832535	36.544501810645	41.7013547239558
33.0039194521024	94.3303974514729	37.8277724724841	39.4307398933653	39.3502167552653	39.8590233871476	39.8482804639168	39.4282656603984	41.260196447063	39.1013167572168	35.4386202925363	40.9693848350582
33.4353868472923	94.2617273502434	37.7054373427524	40.3322164374205	38.5884257774661	39.6206423668381	40.410065463573	38.8856429382145	40.5096907472498	38.893219951277	36.1388590274907	40.8791621394822
33.255825861308	93.5763887419878	37.815582173578	39.6422726349521	40.1288087834229	39.6031075620179	39.2722743477766	39.1274634155817	40.7910342074007	39.3093217612534	36.0447201426994	41.0749956794201
33.8157343850371	94.5410953301715	37.7000078323617	40.1900440679684	39.9281082780851	39.1793763445931	39.1628998548916	38.8150983886967	41.1938150743911	39.5830674956868	36.2463932300175	41.1169517398486
32.4918385298577	94.2083749537486	37.8571754956595	39.8228313304087	39.4966254524713	39.0818312938079	39.2571160362462	39.2026244987563	41.1986075078469	38.9182566539769	35.7293639813381	41.4006992946971
33.2766582486902	93.3966190035451	37.7711583290983	40.1326924124691	39.3367983411722	38.8026702327438	39.2247338478742	38.5595809220671	40.7356838684503	38.5557102008914	36.3326152155953	41.4602374614725
32.5564339131824	93.377710305164	37.6398428333747	39.9406569308466	40.6526504335326	39.3327209358333	39.3612636188559	38.9348268298013	40.0545058403971	38.3445389113429	35.9825680245769	41.6224142269775
33.0493262887361	94.775064499824	37.9437739781665	39.2623568878743	39.7431249342686	39.4078375546239	38.7468037940354	39.3443096187217	40.6856330253826	38.0277855405798	36.9544477252717	42.3587023131804
33.1298050514723	93.7072666755087	38.5021077083827	40.7571611638598	39.8262959948456	38.8685979969873	39.1943645866856	38.6740264232566	40.9249007562238	37.4279009947231	35.7946802556682	41.8070502460202
33.5165077953659	92.659680654337	37.8659746841377	40.0434244516682	39.92680201741	39.2016682183447	39.4441602344515	39.1190760384735	40.8353255201835	37.9297242097466	35.9041263190849	41.8336309421588
33.1454217990106	92.775668694691	37.7528914017491	38.3292596686094	39.7818704095151	38.8592009211351	40.0012572062504	38.7808761159103	40.7956885969066	38.294675644546	36.1669096516746	41.5239159155706
33.1797219509808	93.5004500655413	38.8592989366754	38.8674530500861	39.0234605661396	38.792511652161	39.8325222903468	38.2824129041138	40.5763715765046	38.3162239957231	36.1533849009248	40.4731215589812
32.9494690969823	92.9267523770408	38.6609970431543	39.3959382570804	38.560745053659	39.5990093217418	39.7132907762487	38.7552019059142	39.7254923044338	37.7284177559284	36.3140584362817	41.411265838381
32.7329758254203	92.6255022271469	38.7565819200515	39.272024955947	39.1992327740856	38.8838779594368	40.5134863087678	38.1617466474342	40.233933674946	38.0942919635258	36.8858273869209	40.8373138096869
32.3769190352235	92.8746794962232	37.9029873597057	38.4680172259812	39.0629156734175	39.9857974219893	40.8969742672618	38.4455419947439	39.6523486983385	39.4483705734954	36.3807556125854	40.8077580260958
33.1795336290194	93.6903568469725	37.9324160992879	38.8080166034357	38.8198490265026	39.5004526754337	40.4266167200448	38.5119538904071	39.48553690571	39.7922977014562	36.4871983386042	41.293857120949
32.8441167824635	93.3009273507501	37.2826451310937	38.7944758112366	39.1005611966739	39.2219475375035	40.8149161911402	39.2987265725626	40.4118912474554	39.0407910711164	35.9411945475277	40.7038236452755
33.2706422726585	92.8427652270554	37.5323534133252	39.9654106026241	39.6117675757309	39.3435338204569	39.8995794232986	39.2513154216037	40.7516693157009	37.8339001610329	36.2636511081674	41.0796740040003
33.3219956412592	93.5223471694988	37.5243699573402	38.7799626415568	39.1125169571658	39.1931046401154	39.9274423901241	39.0902270254805	40.5573253531094	37.8704491891967	35.5128626341473	40.7100006199497
33.2519141092989	92.6634052291281	36.3813521896681	39.0593941359998	38.75047519428	38.2903937492636	40.4361017507805	38.7410292187885	40.6377448826722	38.5114480307231	35.5130269081105	40.0598566433611
33.6485665169532	91.9648410075014	36.3830873998182	39.2936818100448	39.2588562712315	38.7331826058958	40.9073184580512	38.0091347188434	40.0437333049195	39.2566190949091	35.8690312647535	40.6451131637657
33.1338914930679	92.7132078935782	37.6572554121044	39.1245757921337	38.4675758425033	38.7075400244366	40.4488529314069	38.5533383580319	39.6247458593408	39.1562140640284	36.8653275674322	40.0122961236251
